student_major,event_type,department,organizer_type,expected_attendance,interest_match_score,skill_match_score,target_major_count,target_interest_count,success
Business,seminar,Sciences,club_student,43,0.5,0.74,2,0,1
Medicine,career,Student Affairs,club_student,185,0.85,0.86,2,5,1
Education,workshop,Student Affairs,dean_of_faculty,228,0.85,0.7,0,1,1
Business,sports,Engineering,club_event,242,0.14,0.65,4,3,1
Computer Science,sports,Arts,student_affairs,75,0.41,0.61,0,4,1
Engineering,seminar,Engineering,club_event,59,0.27,0.63,0,1,1
Arts,volunteer,Sciences,club_student,141,0.38,0.71,1,5,1
Business,sports,Engineering,dean_of_faculty,161,0.26,0.23,2,3,1
Arts,sports,Business,club_event,166,0.33,0.5,0,3,1
Education,volunteer,Computer Science,dean_of_faculty,102,0.13,0.85,3,1,1
Arts,hackathon,Arts,student_affairs,121,0.41,0.97,4,5,1
Engineering,career,Arts,club_event,254,0.33,0.93,4,5,1
Architecture,social,Sciences,student_affairs,205,0.61,0.69,0,2,1
Education,workshop,Business,dean_of_faculty,258,0.4,0.68,0,1,1
Medicine,social,Sciences,club_event,26,0.5,0.65,4,4,1
Law,cultural,Computer Science,club_event,144,0.75,0.64,3,5,1
Computer Science,career,Computer Science,club_student,230,0.48,0.34,4,3,1
Business,social,Arts,club_event,86,0.22,0.4,0,0,0
Business,volunteer,Sciences,dean_of_faculty,99,0.51,0.69,1,1,1
Engineering,social,Business,club_event,238,0.18,0.32,4,2,0
Business,volunteer,Engineering,dean_of_faculty,216,0.73,0.92,3,3,1
Engineering,hackathon,Business,student_affairs,83,0.46,0.39,2,5,1
Law,hackathon,Medicine,club_student,192,0.54,0.77,4,0,1
Business,career,Arts,student_affairs,189,0.55,0.1,4,3,1
Arts,social,Sciences,club_event,37,0.29,0.49,2,3,0
Law,social,Arts,student_affairs,213,0.71,0.53,2,3,1
Law,seminar,Sciences,club_student,192,0.72,0.19,3,0,1
Business,hackathon,Student Affairs,dean_of_faculty,20,0.54,0.96,3,3,1
Medicine,hackathon,Arts,club_student,245,0.55,0.8,2,4,1
Engineering,social,Sciences,dean_of_faculty,55,0.24,0.4,4,2,1
Architecture,hackathon,Engineering,dean_of_faculty,159,0.14,0.88,3,2,0
Education,sports,Sciences,student_affairs,166,0.79,0.12,2,1,1
Law,workshop,Sciences,student_affairs,167,0.67,0.64,2,5,0
Law,career,Business,club_student,63,0.21,0.23,3,3,0
Education,cultural,Student Affairs,club_event,249,0.14,0.39,0,1,1
Engineering,hackathon,Medicine,club_student,187,0.93,0.77,3,3,0
Medicine,seminar,Computer Science,dean_of_faculty,74,0.81,0.61,2,4,1
Arts,workshop,Arts,dean_of_faculty,125,0.78,0.49,1,2,1
Computer Science,hackathon,Business,student_affairs,154,0.1,0.29,3,5,0
Medicine,cultural,Medicine,student_affairs,64,0.3,0.12,2,1,0
Medicine,cultural,Medicine,dean_of_faculty,183,0.59,0.53,4,0,1
Education,volunteer,Computer Science,dean_of_faculty,92,0.52,0.77,1,4,1
Law,sports,Sciences,club_student,55,0.67,0.61,2,0,1
Education,sports,Arts,student_affairs,246,0.71,0.13,4,4,1
Education,hackathon,Sciences,club_student,160,0.6,0.54,1,3,1
Business,hackathon,Medicine,club_student,64,0.46,0.29,0,4,1
Business,hackathon,Medicine,dean_of_faculty,195,0.78,0.48,4,2,1
Education,seminar,Student Affairs,student_affairs,272,0.58,0.45,3,3,1
Medicine,cultural,Business,club_event,219,0.36,0.58,2,3,1
Engineering,hackathon,Medicine,dean_of_faculty,229,0.47,0.67,4,1,1
Engineering,hackathon,Engineering,student_affairs,142,0.25,0.66,0,2,0
Law,career,Computer Science,club_event,249,0.43,0.89,1,3,1
Arts,volunteer,Business,student_affairs,48,0.91,0.29,3,3,1
Architecture,career,Computer Science,club_event,251,0.55,0.2,4,2,1
Business,career,Sciences,club_student,18,0.77,0.71,3,4,1
Law,seminar,Computer Science,dean_of_faculty,148,0.9,0.58,4,5,1
Computer Science,cultural,Sciences,club_student,164,0.83,0.85,0,2,1
Architecture,hackathon,Computer Science,club_student,68,0.23,0.34,4,0,0
Education,hackathon,Student Affairs,student_affairs,87,0.92,0.82,1,2,1
Engineering,cultural,Student Affairs,dean_of_faculty,140,0.78,0.41,3,2,1
Medicine,sports,Medicine,club_student,86,0.23,0.36,1,2,1
Medicine,sports,Student Affairs,club_event,171,0.53,0.5,2,1,1
Business,social,Medicine,student_affairs,211,0.33,0.31,1,4,1
Computer Science,sports,Arts,dean_of_faculty,259,0.66,0.25,2,5,1
Education,volunteer,Sciences,dean_of_faculty,101,0.88,0.53,3,3,0
Engineering,volunteer,Business,student_affairs,120,0.3,0.35,0,5,1
Architecture,cultural,Medicine,club_student,131,0.77,0.43,0,3,1
Education,seminar,Arts,club_student,43,0.5,0.57,1,2,1
Business,career,Business,dean_of_faculty,105,0.14,0.65,4,2,1
Arts,seminar,Business,student_affairs,46,0.29,0.32,4,3,0
Computer Science,volunteer,Computer Science,club_student,115,0.53,0.5,3,1,1
Arts,cultural,Arts,club_student,235,0.88,0.2,3,5,1
Architecture,workshop,Arts,dean_of_faculty,153,0.54,0.26,4,3,1
Medicine,sports,Computer Science,club_event,189,0.35,0.61,2,5,1
Business,cultural,Engineering,student_affairs,275,0.52,0.25,0,3,1
Engineering,cultural,Arts,club_event,114,0.8,0.79,1,2,1
Education,cultural,Engineering,student_affairs,122,0.61,0.24,1,1,1
Business,social,Medicine,club_event,181,0.96,0.98,4,3,1
Medicine,career,Arts,dean_of_faculty,170,0.43,0.38,2,5,1
Medicine,hackathon,Medicine,dean_of_faculty,228,0.11,0.95,0,3,1
Business,cultural,Computer Science,student_affairs,24,0.84,0.28,2,2,1
Computer Science,volunteer,Sciences,dean_of_faculty,181,0.6,0.77,1,4,1
Medicine,seminar,Engineering,club_event,97,0.39,0.53,4,3,1
Computer Science,hackathon,Student Affairs,dean_of_faculty,142,0.35,0.65,3,0,1
Education,sports,Medicine,student_affairs,239,0.93,0.2,1,5,1
Law,social,Computer Science,club_event,168,0.62,0.61,3,1,1
Medicine,sports,Student Affairs,club_student,86,0.79,0.16,2,2,1
Architecture,career,Business,student_affairs,254,0.3,0.43,1,5,1
Medicine,sports,Medicine,club_student,86,0.21,0.47,3,3,1
Computer Science,volunteer,Engineering,dean_of_faculty,31,0.96,0.89,2,4,1
Education,seminar,Student Affairs,club_student,62,0.98,0.8,4,1,1
Engineering,cultural,Medicine,club_event,52,0.79,0.49,2,3,1
Business,volunteer,Engineering,club_event,188,0.51,0.8,3,0,1
Medicine,workshop,Medicine,dean_of_faculty,24,0.11,0.39,1,2,0
Education,cultural,Student Affairs,club_event,196,0.9,0.74,4,1,1
Business,career,Arts,club_event,66,0.12,0.64,0,1,0
Engineering,volunteer,Computer Science,student_affairs,132,0.69,0.28,1,3,1
Arts,career,Computer Science,student_affairs,28,0.22,0.91,3,0,0
Law,workshop,Sciences,club_event,209,0.14,0.49,1,1,1
Engineering,seminar,Business,club_student,98,0.78,0.21,3,5,1
Education,hackathon,Business,club_event,61,0.82,0.42,2,4,1
Architecture,workshop,Engineering,dean_of_faculty,230,0.46,0.87,2,2,1
Engineering,hackathon,Computer Science,student_affairs,132,1.0,0.18,3,3,0
Medicine,volunteer,Engineering,club_event,142,0.26,0.11,4,1,0
Architecture,workshop,Engineering,club_event,165,0.43,0.47,1,3,1
Business,social,Arts,club_student,98,0.13,0.28,3,5,0
Medicine,volunteer,Engineering,club_student,184,0.13,0.52,1,3,0
Law,social,Business,club_student,22,0.41,0.3,3,0,1
Architecture,cultural,Sciences,dean_of_faculty,83,0.87,0.83,0,2,1
Medicine,social,Arts,student_affairs,64,0.53,0.77,4,1,1
Business,social,Business,club_student,63,0.75,0.35,4,0,1
Medicine,social,Student Affairs,student_affairs,183,0.74,0.52,4,4,1
Medicine,social,Arts,dean_of_faculty,206,0.7,0.62,0,5,1
Law,workshop,Computer Science,club_event,108,0.11,0.67,1,1,0
Computer Science,cultural,Sciences,student_affairs,111,0.67,0.84,4,3,1
Arts,cultural,Medicine,student_affairs,240,0.21,0.35,4,2,1
Business,sports,Arts,dean_of_faculty,248,0.7,0.7,2,4,1
Education,hackathon,Student Affairs,club_student,79,0.19,0.98,0,0,1
Medicine,social,Computer Science,student_affairs,172,0.51,0.6,0,4,1
Arts,social,Computer Science,club_event,23,0.28,0.77,4,4,0
Computer Science,volunteer,Medicine,club_event,100,0.44,0.19,1,5,0
Arts,social,Medicine,dean_of_faculty,118,0.35,0.96,3,2,1
Law,cultural,Sciences,student_affairs,84,0.75,0.37,0,2,1
Medicine,career,Student Affairs,club_student,45,0.78,0.23,3,1,1
Arts,hackathon,Computer Science,club_event,229,0.45,0.27,2,0,1
Medicine,social,Sciences,club_student,92,0.29,0.23,2,2,0
Engineering,sports,Medicine,club_student,256,0.31,0.49,0,4,1
Architecture,social,Engineering,student_affairs,154,0.95,0.14,2,0,1
Law,social,Student Affairs,dean_of_faculty,164,0.3,0.19,4,4,1
Arts,cultural,Computer Science,dean_of_faculty,230,0.15,0.19,2,5,1
Medicine,volunteer,Sciences,student_affairs,197,0.17,0.19,3,1,1
Arts,hackathon,Student Affairs,student_affairs,68,1.0,0.84,3,4,1
Law,hackathon,Engineering,club_student,65,0.62,0.21,1,2,1
Law,hackathon,Student Affairs,club_student,192,0.68,0.5,3,4,1
Computer Science,hackathon,Computer Science,dean_of_faculty,28,0.29,0.26,2,0,0
Law,workshop,Student Affairs,dean_of_faculty,144,0.42,0.71,2,1,1
Computer Science,volunteer,Sciences,student_affairs,97,0.29,0.79,4,5,1
Law,volunteer,Computer Science,club_event,270,0.87,0.4,4,4,1
Arts,volunteer,Computer Science,student_affairs,66,0.92,0.18,3,2,1
Business,hackathon,Business,student_affairs,263,0.42,0.83,2,1,1
Education,workshop,Engineering,club_event,173,0.92,0.73,4,2,1
Business,hackathon,Medicine,club_student,116,0.18,0.74,3,2,1
Education,volunteer,Sciences,club_event,212,0.19,0.96,2,4,1
Engineering,volunteer,Business,dean_of_faculty,35,0.32,0.24,2,0,0
Arts,career,Business,dean_of_faculty,125,0.23,0.37,0,4,0
Architecture,hackathon,Medicine,club_event,226,0.27,0.57,3,5,1
Law,sports,Student Affairs,student_affairs,149,0.49,0.43,1,2,1
Engineering,social,Arts,club_event,80,0.19,0.93,4,5,1
Education,seminar,Computer Science,club_event,193,0.75,0.68,4,1,1
Computer Science,cultural,Medicine,dean_of_faculty,269,0.63,0.16,1,0,1
Computer Science,volunteer,Sciences,club_event,47,0.71,0.16,2,4,1
Computer Science,cultural,Sciences,club_event,217,0.29,0.51,4,5,1
Education,career,Medicine,dean_of_faculty,88,0.79,0.98,4,2,1
Computer Science,volunteer,Medicine,club_student,51,0.65,0.58,1,5,1
Business,social,Engineering,dean_of_faculty,76,0.4,0.18,3,4,1
Law,hackathon,Sciences,dean_of_faculty,85,0.86,0.26,2,2,1
Law,sports,Sciences,club_student,109,0.33,0.28,2,5,1
Education,cultural,Computer Science,club_student,146,0.12,0.65,4,0,1
Engineering,social,Engineering,club_student,17,0.39,0.38,4,4,1
Engineering,social,Business,dean_of_faculty,108,0.58,0.98,0,5,1
Education,social,Sciences,club_event,274,0.23,0.84,0,4,0
Engineering,sports,Arts,club_student,193,0.71,0.63,1,0,1
Business,volunteer,Sciences,dean_of_faculty,244,0.95,0.7,0,2,1
Business,career,Computer Science,dean_of_faculty,111,0.81,0.14,0,3,1
Engineering,seminar,Student Affairs,student_affairs,216,0.78,0.68,2,2,1
Arts,sports,Student Affairs,dean_of_faculty,221,0.49,0.17,0,3,1
Architecture,hackathon,Arts,dean_of_faculty,162,0.79,0.73,4,0,1
Engineering,sports,Medicine,club_event,175,0.77,0.58,0,2,1
Education,workshop,Computer Science,dean_of_faculty,275,0.57,0.26,2,5,1
Arts,seminar,Sciences,club_event,128,0.74,0.17,1,3,1
Computer Science,workshop,Sciences,club_event,74,0.93,0.1,1,5,1
Education,social,Sciences,club_event,205,0.93,0.46,1,1,1
Medicine,hackathon,Student Affairs,student_affairs,119,0.95,0.69,2,3,1
Law,hackathon,Sciences,student_affairs,112,0.84,0.54,4,0,1
Law,workshop,Student Affairs,dean_of_faculty,80,0.7,0.3,0,0,1
Architecture,seminar,Business,student_affairs,100,0.95,0.33,3,2,1
Medicine,sports,Engineering,club_student,217,0.84,0.9,0,4,1
Arts,social,Medicine,club_student,255,0.53,0.2,0,3,1
Engineering,career,Sciences,student_affairs,239,0.76,0.5,0,5,1
Arts,career,Student Affairs,student_affairs,37,0.61,0.95,2,2,1
Education,cultural,Business,club_student,215,0.44,0.95,4,0,1
Arts,volunteer,Student Affairs,dean_of_faculty,27,0.88,0.16,1,4,1
Business,social,Medicine,student_affairs,44,0.2,0.16,4,4,1
Business,volunteer,Arts,club_student,88,0.91,0.72,0,3,0
Computer Science,hackathon,Computer Science,club_student,129,0.79,0.13,4,0,0
Architecture,hackathon,Arts,dean_of_faculty,245,0.92,0.31,3,4,1
Architecture,cultural,Business,dean_of_faculty,199,0.3,0.36,1,3,1
Business,volunteer,Student Affairs,club_student,236,0.82,0.23,3,3,1
Arts,hackathon,Business,student_affairs,121,0.95,0.48,3,3,1
Architecture,hackathon,Sciences,student_affairs,187,0.39,0.46,4,1,1
Arts,career,Computer Science,student_affairs,252,0.59,0.79,3,2,1
Arts,hackathon,Business,dean_of_faculty,70,0.59,0.51,4,3,0
Arts,volunteer,Medicine,club_event,211,0.94,0.49,3,0,1
Law,social,Arts,club_event,220,0.62,0.82,1,3,1
Arts,social,Computer Science,dean_of_faculty,176,0.65,0.79,4,5,1
Computer Science,seminar,Computer Science,club_student,58,0.12,0.93,0,2,1
Education,volunteer,Business,club_event,124,0.38,0.16,4,2,1
Architecture,cultural,Arts,club_event,163,0.37,0.82,1,1,1
Engineering,hackathon,Business,dean_of_faculty,158,0.72,0.91,0,5,1
Architecture,seminar,Computer Science,club_student,84,0.89,0.53,3,1,1
Education,cultural,Medicine,club_event,244,0.9,0.97,4,2,1
Engineering,volunteer,Engineering,club_event,84,0.66,0.71,1,0,1
Arts,volunteer,Arts,club_student,196,0.64,0.82,0,4,1
Law,social,Arts,student_affairs,113,0.56,0.98,0,3,1
Business,workshop,Student Affairs,club_event,171,0.34,1.0,2,0,1
Architecture,seminar,Arts,club_student,81,0.88,0.93,0,5,1
Medicine,hackathon,Business,dean_of_faculty,209,0.45,0.73,2,5,1
Education,hackathon,Sciences,student_affairs,82,0.95,0.75,4,1,1
Medicine,seminar,Sciences,club_student,178,0.88,0.91,0,1,1
Engineering,career,Engineering,club_event,206,0.16,0.61,1,0,1
Computer Science,workshop,Student Affairs,student_affairs,51,0.24,0.66,3,5,1
Engineering,seminar,Engineering,club_event,117,0.93,0.93,1,0,1
Engineering,workshop,Sciences,club_event,122,0.14,0.17,2,5,0
Architecture,career,Student Affairs,dean_of_faculty,110,0.52,0.76,4,0,1
Computer Science,seminar,Business,club_event,149,0.23,0.59,1,5,1
Engineering,career,Business,student_affairs,131,0.25,0.67,4,2,1
Medicine,career,Sciences,student_affairs,191,0.76,0.58,2,2,1
Engineering,workshop,Engineering,dean_of_faculty,191,0.91,0.15,3,0,1
Architecture,workshop,Student Affairs,club_student,178,0.63,0.92,2,5,1
Engineering,sports,Student Affairs,student_affairs,245,0.42,0.83,2,3,1
Architecture,volunteer,Medicine,club_event,131,0.63,0.14,2,3,1
Architecture,volunteer,Computer Science,dean_of_faculty,252,0.88,0.52,1,1,1
Law,hackathon,Engineering,club_event,177,0.44,0.88,1,3,1
Law,social,Business,club_event,126,0.19,0.45,1,2,1
Computer Science,cultural,Sciences,club_event,170,0.85,0.87,2,1,1
Architecture,hackathon,Sciences,club_event,264,0.97,0.15,0,0,1
Architecture,sports,Business,club_event,280,0.95,0.82,3,3,0
Medicine,social,Arts,student_affairs,234,0.65,0.64,4,2,1
Education,social,Arts,dean_of_faculty,47,0.12,0.43,1,1,0
Arts,volunteer,Student Affairs,dean_of_faculty,158,0.6,0.62,2,5,1
Business,volunteer,Computer Science,club_event,136,0.83,0.32,4,3,1
Education,seminar,Sciences,club_event,179,0.17,0.54,4,5,1
Architecture,hackathon,Computer Science,club_event,156,0.74,0.43,0,3,1
Computer Science,volunteer,Arts,dean_of_faculty,89,0.81,0.96,3,2,1
Arts,career,Medicine,club_student,166,0.76,0.76,1,4,1
Medicine,career,Computer Science,dean_of_faculty,231,0.73,0.87,2,2,1
Medicine,workshop,Engineering,dean_of_faculty,55,0.43,0.8,1,3,1
Business,cultural,Computer Science,student_affairs,70,0.94,0.51,1,5,1
Medicine,social,Medicine,club_event,180,0.96,0.21,2,4,1
Business,volunteer,Computer Science,dean_of_faculty,28,0.67,0.68,3,1,1
Computer Science,sports,Arts,club_student,276,0.15,0.75,1,3,1
Engineering,social,Business,club_student,98,0.95,0.31,2,2,1
Law,volunteer,Computer Science,club_student,267,0.46,0.16,3,5,1
Business,seminar,Computer Science,club_event,244,0.24,0.79,2,1,1
Computer Science,workshop,Student Affairs,club_event,260,0.14,0.3,1,1,1
Business,volunteer,Arts,dean_of_faculty,217,0.12,0.79,3,0,1
Law,seminar,Engineering,club_event,33,0.29,0.62,0,2,0
Education,social,Sciences,club_event,92,0.58,0.92,4,2,1
Education,hackathon,Business,club_event,146,0.4,0.39,2,3,1
Medicine,cultural,Engineering,dean_of_faculty,277,0.79,0.28,0,0,1
Engineering,career,Business,student_affairs,124,0.9,0.84,2,3,0
Arts,sports,Business,club_student,173,0.11,0.85,2,1,1
Law,volunteer,Sciences,dean_of_faculty,99,0.93,0.53,4,2,1
Arts,seminar,Medicine,club_student,15,0.87,0.66,0,2,1
Medicine,cultural,Sciences,club_event,64,0.15,0.29,1,3,0
Education,seminar,Arts,dean_of_faculty,26,0.37,0.13,0,2,0
Architecture,career,Engineering,club_student,258,0.26,0.2,1,3,1
Medicine,sports,Engineering,dean_of_faculty,47,0.76,0.24,0,3,1
Computer Science,workshop,Sciences,dean_of_faculty,253,0.47,0.98,4,0,1
Medicine,sports,Student Affairs,dean_of_faculty,118,0.82,0.12,2,1,1
Architecture,workshop,Student Affairs,club_student,237,0.6,0.73,1,5,1
Computer Science,sports,Arts,club_student,203,0.51,0.53,1,2,1
Education,social,Arts,student_affairs,223,0.26,0.46,3,2,1
Business,cultural,Student Affairs,dean_of_faculty,199,0.97,0.18,2,1,1
Education,cultural,Sciences,club_event,36,0.41,0.93,1,4,1
Business,social,Computer Science,club_event,217,0.17,0.48,0,4,1
Engineering,workshop,Arts,club_event,131,0.72,0.81,3,0,1
Education,hackathon,Medicine,dean_of_faculty,127,0.62,0.77,0,1,1
Architecture,social,Computer Science,club_event,15,0.9,0.97,0,3,1
Engineering,sports,Business,dean_of_faculty,170,0.84,0.59,0,1,0
Computer Science,sports,Engineering,club_event,110,0.84,0.71,0,2,1
Engineering,hackathon,Arts,dean_of_faculty,20,0.73,0.37,3,2,1
Law,cultural,Student Affairs,club_student,266,0.98,0.55,2,0,1
Architecture,hackathon,Computer Science,club_student,231,0.72,0.66,2,5,1
Computer Science,hackathon,Engineering,dean_of_faculty,59,0.53,0.59,0,1,1
Engineering,cultural,Sciences,student_affairs,138,0.64,0.52,2,2,1
Architecture,career,Medicine,dean_of_faculty,63,0.11,0.22,0,4,0
Business,cultural,Arts,dean_of_faculty,39,0.33,0.21,4,3,0
Architecture,sports,Computer Science,club_event,35,0.36,0.4,0,5,1
Engineering,career,Sciences,dean_of_faculty,142,0.11,0.8,1,3,0
Business,career,Arts,dean_of_faculty,132,0.74,0.83,0,0,1
Business,workshop,Sciences,dean_of_faculty,202,0.81,0.49,4,5,1
Engineering,hackathon,Sciences,club_student,157,0.49,0.73,0,0,1
Education,cultural,Sciences,club_event,85,0.21,0.25,4,1,0
Architecture,volunteer,Medicine,student_affairs,259,0.16,0.81,1,4,1
Computer Science,career,Business,club_event,168,0.22,0.73,0,2,0
Computer Science,seminar,Medicine,student_affairs,19,0.37,0.83,2,1,1
Arts,career,Student Affairs,dean_of_faculty,259,0.53,0.19,3,4,1
Engineering,social,Student Affairs,club_event,276,0.23,0.78,3,4,1
Engineering,social,Business,dean_of_faculty,200,0.94,0.85,3,0,1
Computer Science,volunteer,Computer Science,dean_of_faculty,29,0.27,0.75,2,3,1
Arts,social,Sciences,dean_of_faculty,95,0.32,0.57,3,0,1
Computer Science,hackathon,Engineering,club_student,89,0.8,0.14,2,3,1
Education,sports,Computer Science,student_affairs,172,0.87,0.52,3,3,1
Business,cultural,Arts,club_student,265,0.98,0.58,4,5,1
Medicine,sports,Computer Science,student_affairs,277,0.31,0.93,2,1,1
Education,sports,Business,student_affairs,280,0.71,0.35,4,3,1
Arts,social,Computer Science,student_affairs,112,0.72,0.43,4,4,1
Architecture,social,Engineering,student_affairs,141,0.29,0.81,2,1,1
Architecture,volunteer,Business,dean_of_faculty,262,0.75,0.94,3,4,1
Medicine,seminar,Arts,club_student,207,0.83,0.99,0,0,1
Medicine,cultural,Sciences,student_affairs,276,0.61,0.28,0,3,1
Architecture,seminar,Sciences,dean_of_faculty,213,0.38,0.23,0,2,1
Computer Science,workshop,Computer Science,club_student,157,0.2,0.58,1,0,1
Law,career,Engineering,club_student,20,0.2,0.98,2,2,0
Arts,career,Medicine,student_affairs,196,0.86,0.24,4,4,1
Arts,social,Computer Science,dean_of_faculty,119,0.59,0.12,1,0,1
Medicine,cultural,Engineering,club_student,141,0.86,0.3,3,4,1
Business,career,Arts,club_student,16,0.31,0.38,4,4,0
Architecture,career,Business,club_student,56,0.47,0.5,1,5,1
Law,workshop,Medicine,student_affairs,120,0.89,0.54,4,2,1
Architecture,hackathon,Computer Science,dean_of_faculty,120,0.44,0.73,4,5,1
Business,hackathon,Business,club_event,175,0.42,0.35,2,1,1
Architecture,workshop,Student Affairs,club_event,48,0.51,0.82,3,4,1
Law,workshop,Sciences,dean_of_faculty,243,0.92,0.18,2,2,1
Education,sports,Sciences,club_event,101,0.3,0.63,4,4,1
Arts,workshop,Sciences,student_affairs,39,0.78,0.18,1,0,1
Computer Science,sports,Engineering,student_affairs,246,0.23,0.23,3,2,1
Business,career,Sciences,student_affairs,100,0.57,0.31,0,4,0
Business,sports,Medicine,dean_of_faculty,231,0.91,0.31,1,4,1
Engineering,seminar,Arts,club_event,78,0.8,0.6,2,5,1
Business,career,Computer Science,club_student,181,0.87,0.79,4,0,1
Computer Science,hackathon,Business,club_event,39,0.52,0.86,1,4,1
Medicine,cultural,Business,dean_of_faculty,104,0.74,0.74,1,5,1
Computer Science,seminar,Sciences,club_event,15,0.36,0.58,3,5,1
Law,cultural,Student Affairs,student_affairs,222,0.78,0.57,3,1,1
Architecture,social,Computer Science,club_student,120,0.17,1.0,2,0,1
Law,hackathon,Sciences,student_affairs,206,0.12,0.54,0,1,1
Business,cultural,Computer Science,club_event,169,0.46,0.23,1,3,1
Law,cultural,Student Affairs,dean_of_faculty,205,0.89,0.52,3,0,1
Business,seminar,Arts,student_affairs,42,0.42,0.92,3,0,1
Education,cultural,Engineering,dean_of_faculty,49,0.42,0.27,4,1,1
Engineering,social,Student Affairs,student_affairs,45,0.12,0.3,4,2,1
Law,volunteer,Computer Science,dean_of_faculty,192,0.66,0.36,0,4,1
Architecture,cultural,Sciences,club_student,274,0.16,0.97,3,2,1
Architecture,sports,Business,club_event,115,0.18,0.45,3,1,1
Medicine,workshop,Business,club_event,229,0.61,0.48,1,3,1
Medicine,career,Engineering,club_student,98,0.87,0.34,3,0,1
Business,cultural,Engineering,club_student,250,0.83,0.41,2,3,1
Medicine,volunteer,Student Affairs,student_affairs,94,0.7,0.85,4,4,1
Arts,career,Computer Science,club_student,237,0.54,0.4,4,2,1
Law,workshop,Medicine,student_affairs,146,0.2,0.23,1,1,0
Arts,cultural,Business,club_student,273,0.43,0.77,3,4,1
Engineering,career,Business,dean_of_faculty,48,0.8,0.93,0,3,1
Law,social,Sciences,dean_of_faculty,30,0.4,0.43,2,1,1
Architecture,hackathon,Medicine,club_event,222,0.49,0.31,1,4,1
Education,social,Medicine,student_affairs,207,0.87,0.19,0,5,0
Law,cultural,Engineering,club_event,41,0.1,0.26,1,2,0
Education,volunteer,Student Affairs,club_student,35,0.25,0.38,0,0,0
Engineering,workshop,Medicine,club_student,113,0.81,0.91,3,0,1
Medicine,seminar,Computer Science,student_affairs,85,0.16,0.65,2,1,0
Engineering,cultural,Medicine,club_event,160,0.13,0.87,1,5,1
Architecture,volunteer,Medicine,student_affairs,165,0.69,0.83,3,1,1
Medicine,volunteer,Business,club_event,251,0.23,0.24,0,0,0
Engineering,social,Engineering,dean_of_faculty,79,0.23,0.17,2,5,0
Arts,cultural,Sciences,dean_of_faculty,77,0.94,0.7,4,5,1
Arts,cultural,Student Affairs,club_student,201,0.24,0.27,0,0,0
Medicine,hackathon,Business,dean_of_faculty,252,0.69,0.46,2,3,1
Education,hackathon,Student Affairs,student_affairs,109,0.11,0.8,2,3,1
Education,social,Engineering,club_event,137,0.56,0.55,2,1,1
Law,workshop,Computer Science,club_student,199,0.74,0.82,2,2,0
Architecture,career,Business,club_event,185,0.71,0.87,4,2,1
Arts,hackathon,Computer Science,club_student,247,0.97,0.63,2,4,1
Architecture,workshop,Arts,student_affairs,24,0.47,0.66,0,3,1
Law,cultural,Medicine,club_event,176,0.85,0.3,2,2,1
Computer Science,career,Student Affairs,student_affairs,217,0.34,0.58,0,1,1
Architecture,career,Sciences,club_student,235,0.14,0.17,2,4,1
Law,workshop,Medicine,student_affairs,41,0.55,0.62,4,5,1
Engineering,career,Sciences,student_affairs,105,0.59,0.28,3,0,1
Arts,cultural,Engineering,club_student,81,0.94,0.76,1,5,1
Medicine,hackathon,Business,dean_of_faculty,119,0.76,0.43,2,2,1
Engineering,seminar,Business,club_student,16,0.96,0.16,2,1,1
Architecture,volunteer,Engineering,dean_of_faculty,276,0.21,0.7,2,0,1
Engineering,volunteer,Business,dean_of_faculty,111,0.59,0.33,0,4,1
Engineering,seminar,Business,club_event,190,0.24,0.83,4,1,1
Education,workshop,Arts,dean_of_faculty,236,0.19,0.56,3,1,1
Architecture,seminar,Student Affairs,club_event,268,0.6,0.51,2,5,1
Computer Science,workshop,Sciences,club_event,16,0.61,0.12,2,5,1
Computer Science,volunteer,Computer Science,dean_of_faculty,58,0.22,0.19,4,4,0
Business,cultural,Sciences,student_affairs,76,0.66,0.13,2,1,1
Law,sports,Engineering,club_student,43,0.95,0.7,1,5,1
Law,social,Arts,student_affairs,225,0.98,0.98,2,0,1
Medicine,hackathon,Engineering,club_student,160,0.39,0.74,1,4,1
Engineering,volunteer,Engineering,club_student,150,0.79,0.39,0,1,1
Engineering,career,Engineering,student_affairs,174,0.86,0.6,4,0,1
Medicine,sports,Engineering,dean_of_faculty,35,0.38,0.89,0,5,1
Computer Science,social,Engineering,club_student,17,0.2,0.53,3,2,0
Engineering,sports,Business,club_event,56,0.4,0.27,4,5,1
Computer Science,cultural,Business,club_event,101,0.76,0.84,4,1,1
Computer Science,sports,Medicine,club_event,267,0.59,0.15,1,4,1
Arts,sports,Arts,club_event,222,0.98,0.47,4,2,1
Engineering,hackathon,Arts,dean_of_faculty,15,0.98,0.46,1,5,1
Business,social,Computer Science,club_student,142,0.22,0.14,1,5,1
Engineering,hackathon,Business,club_event,156,0.96,0.62,1,5,1
Computer Science,hackathon,Engineering,student_affairs,120,0.5,0.23,0,2,1
Law,hackathon,Student Affairs,student_affairs,242,0.7,0.87,1,1,1
Arts,career,Sciences,dean_of_faculty,155,0.49,0.33,3,3,1
Computer Science,cultural,Medicine,student_affairs,119,0.47,0.89,1,2,1
Law,workshop,Sciences,club_student,247,0.41,0.68,3,1,1
Medicine,cultural,Sciences,student_affairs,97,0.53,0.49,1,0,1
Architecture,hackathon,Business,club_event,71,0.34,0.43,2,5,0
